/* DATA DESCRIPTION:
THIS IS PRELIMINARY RAW DATA! DO NOT USE IN PUBLICATIONS!
FOR PUBLICATIONS VISIT WWW.PANGAEA.DE TO FIND THE VALIDATED DATASET!
Institution: Alfred Wegener Institut, Helmholtz Center for Polar and Marine Research
Station name: DBLK
WMO ID: 00067
PI: Holger Schmithüsen [holger.schmithuesen@awi.de]
Operator: Juliane Hempelt
Cruise: PS113


Coverage:	LATITUDE: -19.66389 * LONGITUDE: -33.65251
	DATE/TIME START: 2018-05-19T11:10:13 * DATE/TIME END: 2018-05-19T12:45:55
	MINIMUM ALTITUDE: 10m * MAXIMUM ALTITUDE: 31196m
*/
Altitude [m]	PPPP [hPa]	TTT [°C]	RH [%]	dd [deg]	ff [m/s]
3208	695.97	10.60	2.2	 32	4.3
3213	695.55	10.58	2.1	 32	4.3
3218	695.17	10.57	2.0	 31	4.3
3222	694.81	10.56	2.0	 30	4.3
3226	694.46	10.57	2.0	 30	4.3
3231	694.08	10.56	2.0	 29	4.3
3236	693.67	10.57	2.0	 28	4.3
3241	693.22	10.57	1.9	 27	4.3
3247	692.73	10.54	1.7	 27	4.3
3253	692.26	10.49	1.7	 26	4.3
3258	691.82	10.44	1.6	 25	4.3
3263	691.39	10.41	1.6	 24	4.3
3268	690.95	10.41	1.6	 23	4.3
3274	690.47	10.43	1.5	 22	4.3
3280	689.98	10.45	1.5	 21	4.3
3286	689.51	10.44	1.4	 20	4.4
3291	689.07	10.42	1.4	 19	4.4
3296	688.66	10.40	1.4	 18	4.4
3301	688.27	10.38	1.4	 17	4.5
3305	687.89	10.36	1.4	 16	4.5
3310	687.52	10.33	1.3	 15	4.6
3314	687.15	10.29	1.4	 14	4.6
3319	686.75	10.24	1.4	 14	4.7
3324	686.32	10.19	1.4	 13	4.7
3329	685.90	10.15	1.4	 13	4.8
3334	685.53	10.13	1.4	 12	4.9
3338	685.20	10.10	1.4	 12	4.9
3342	684.84	10.07	1.4	 11	5.0
3348	684.40	10.01	1.4	 11	5.1
3354	683.87	9.95	1.4	 11	5.2
3361	683.33	9.88	1.4	 11	5.3
3367	682.83	9.82	1.4	 11	5.3
3372	682.38	9.78	1.4	 11	5.4
3377	681.97	9.75	1.3	 12	5.5
3382	681.55	9.71	1.3	 12	5.5
3388	681.10	9.67	1.3	 12	5.6
3394	680.59	9.62	1.3	 12	5.7
3400	680.08	9.55	1.3	 13	5.7
3405	679.66	9.50	1.3	 13	5.8
3409	679.30	9.45	1.3	 13	5.8
3414	678.95	9.41	1.3	 14	5.9
3418	678.60	9.37	1.3	 14	5.9
3423	678.19	9.33	1.3	 15	6.0
3429	677.70	9.28	1.3	 15	6.0
3435	677.25	9.22	1.3	 15	6.0
3439	676.87	9.18	1.3	 16	6.1
3443	676.54	9.15	1.2	 16	6.1
3448	676.18	9.13	1.2	 16	6.1
3452	675.80	9.09	1.2	 16	6.1
3457	675.40	9.04	1.2	 16	6.1
3462	674.99	8.98	1.2	 16	6.1
3467	674.56	8.93	1.2	 16	6.1
3473	674.08	8.88	1.3	 16	6.1
3479	673.58	8.84	1.3	 16	6.1
3485	673.10	8.80	1.3	 16	6.0
3491	672.61	8.76	1.2	 15	6.0
3497	672.18	8.73	1.2	 15	6.0
3502	671.77	8.69	1.2	 15	6.0
3508	671.29	8.67	1.2	 15	5.9
3514	670.73	8.67	1.1	 14	5.9
3521	670.21	8.66	1.1	 14	5.9
3526	669.80	8.64	1.0	 14	5.8
3530	669.43	8.62	1.0	 13	5.8
3535	669.04	8.63	1.0	 13	5.7
3540	668.61	8.68	1.0	 13	5.7
3546	668.16	8.77	1.0	 13	5.6
3552	667.71	8.85	1.1	 13	5.6
3557	667.28	8.89	1.2	 12	5.5
3562	666.91	8.89	1.3	 12	5.4
3566	666.58	8.89	1.4	 12	5.4
3570	666.25	8.88	1.4	 13	5.3
3575	665.84	8.88	1.5	 13	5.2
3581	665.33	8.86	1.7	 13	5.1
3588	664.80	8.83	1.8	 13	5.0
3594	664.30	8.78	2.0	 14	5.0
3599	663.88	8.73	2.1	 14	4.9
3604	663.51	8.69	2.2	 15	4.8
3608	663.13	8.65	2.2	 15	4.7
3613	662.72	8.61	2.2	 16	4.6
3620	662.23	8.57	2.3	 17	4.5
3627	661.66	8.51	2.3	 17	4.4
3634	661.10	8.45	2.4	 18	4.3
3640	660.61	8.41	2.4	 19	4.3
3646	660.15	8.37	2.5	 20	4.2
3651	659.70	8.32	2.5	 20	4.1
3657	659.23	8.27	2.6	 21	4.0
3663	658.76	8.21	2.6	 22	4.0
3668	658.32	8.16	2.7	 23	3.9
3673	657.92	8.12	2.7	 23	3.9
3678	657.53	8.07	2.7	 24	3.8
3683	657.16	8.02	2.8	 24	3.8
3688	656.77	7.97	2.9	 24	3.7
3694	656.30	7.92	3.0	 25	3.7
3700	655.78	7.86	3.1	 25	3.7
3707	655.23	7.80	3.1	 24	3.7
3714	654.67	7.74	3.1	 24	3.7
3722	654.08	7.70	3.2	 24	3.7
3729	653.50	7.67	3.2	 23	3.7
3736	652.96	7.63	3.2	 23	3.7
3742	652.42	7.59	3.2	 22	3.7
3750	651.82	7.56	3.2	 21	3.7
3758	651.18	7.55	3.2	 20	3.7
3766	650.55	7.54	3.1	 19	3.7
3773	650.00	7.52	3.1	 18	3.7
3779	649.52	7.51	3.0	 17	3.8
3785	649.07	7.50	3.0	 16	3.8
3791	648.62	7.49	2.9	 15	3.8
3797	648.14	7.48	2.8	 14	3.9
3803	647.65	7.47	2.7	 13	3.9
3809	647.15	7.48	2.6	 12	3.9
3816	646.65	7.50	2.6	 10	3.9
3822	646.14	7.52	2.6	  9	4.0
3828	645.66	7.54	2.7	  8	4.0
3833	645.25	7.56	2.8	  7	4.0
3838	644.88	7.56	2.9	  6	4.1
3843	644.50	7.56	3.1	  5	4.1
3849	644.03	7.55	3.2	  4	4.1
3856	643.49	7.54	3.5	  3	4.1
3863	642.95	7.51	3.9	  2	4.1
3869	642.45	7.47	4.3	  1	4.1
3875	641.98	7.44	4.7	  0	4.1
3881	641.51	7.41	5.0	360	4.1
3887	641.02	7.36	5.4	359	4.1
3894	640.50	7.31	5.9	358	4.1
3901	639.98	7.25	6.3	357	4.1
3907	639.48	7.20	6.6	356	4.1
3913	639.02	7.15	6.7	355	4.1
3918	638.61	7.10	6.9	354	4.1
3923	638.22	7.06	7.1	353	4.1
3928	637.82	7.01	7.3	352	4.0
3934	637.36	6.96	7.6	351	4.0
3941	636.85	6.91	7.9	350	4.0
3948	636.33	6.86	8.3	350	4.0
3954	635.83	6.81	8.7	349	4.0
3960	635.34	6.76	8.9	349	4.0
3967	634.85	6.71	9.1	348	4.0
3973	634.34	6.65	9.2	348	4.0
3980	633.83	6.60	9.2	348	4.0
3986	633.35	6.55	9.3	348	4.1
3992	632.89	6.49	9.4	347	4.1
3998	632.46	6.44	9.4	348	4.1
4003	632.05	6.40	9.5	348	4.1
4008	631.64	6.36	9.5	348	4.1
4014	631.18	6.35	9.6	348	4.1
4021	630.65	6.33	9.6	349	4.1
4028	630.09	6.30	9.6	350	4.2
4035	629.56	6.26	9.6	350	4.2
4041	629.10	6.23	9.6	351	4.2
4046	628.70	6.20	9.6	351	4.2
4051	628.31	6.17	9.6	352	4.3
4057	627.90	6.13	9.6	353	4.3
4062	627.48	6.08	9.6	353	4.3
4068	627.06	6.03	9.6	354	4.3
4073	626.63	5.99	9.6	355	4.4
4079	626.18	5.94	9.6	355	4.4
4085	625.74	5.89	9.6	356	4.4
4091	625.29	5.83	9.6	356	4.5
4097	624.85	5.78	9.6	357	4.5
4103	624.40	5.73	9.6	357	4.5
4108	623.94	5.68	9.6	357	4.6
4114	623.52	5.63	9.6	358	4.6
4119	623.11	5.58	9.7	358	4.6
4125	622.70	5.54	9.7	358	4.7
4131	622.26	5.48	9.7	358	4.7
4137	621.78	5.43	9.7	358	4.7
4143	621.31	5.39	9.7	358	4.8
4148	620.90	5.35	9.7	358	4.8
4153	620.52	5.32	9.7	358	4.9
4159	620.12	5.28	9.7	359	4.9
4165	619.65	5.23	9.8	359	5.0
4171	619.16	5.17	9.8	359	5.0
4177	618.71	5.12	9.8	359	5.1
4182	618.32	5.09	9.8	359	5.1
4187	617.96	5.06	9.8	359	5.2
4192	617.60	5.03	9.8	359	5.2
4197	617.21	4.99	9.7	360	5.3
4202	616.81	4.93	9.7	360	5.4
4208	616.40	4.88	9.6	360	5.4
4213	615.98	4.83	9.5	  0	5.5
4219	615.54	4.79	9.5	  0	5.5
4225	615.08	4.77	9.4	  1	5.6
4231	614.62	4.74	9.4	  1	5.7
4237	614.20	4.70	9.4	  1	5.7
4242	613.81	4.67	9.4	  1	5.8
4247	613.45	4.63	9.4	  2	5.8
4251	613.09	4.60	9.4	  2	5.9
4256	612.72	4.58	9.4	  2	5.9
4261	612.36	4.55	9.3	  2	5.9
4266	611.98	4.51	9.3	  2	6.0
4272	611.57	4.45	9.3	  2	6.0
4277	611.14	4.40	9.2	  2	6.0
4283	610.71	4.37	9.1	  2	6.0
4289	610.26	4.34	9.0	  2	6.0
4295	609.78	4.30	8.8	  2	6.0
4302	609.28	4.25	8.5	  2	6.0
4309	608.79	4.22	8.2	  2	6.0
4315	608.33	4.19	7.9	  1	5.9
4320	607.91	4.18	7.7	  1	5.9
4326	607.51	4.16	7.4	  1	5.9
4331	607.09	4.13	7.2	  0	5.8
4338	606.63	4.10	7.1	360	5.8
4344	606.13	4.05	7.0	359	5.8
4351	605.63	3.99	7.1	359	5.7
4357	605.16	3.95	7.2	358	5.7
4363	604.70	3.91	7.2	358	5.6
4370	604.24	3.89	7.1	357	5.6
4376	603.77	3.88	6.9	356	5.6
4382	603.30	3.87	6.6	356	5.5
4389	602.79	3.88	6.3	355	5.5
4396	602.28	3.88	6.0	354	5.5
4403	601.77	3.87	5.9	354	5.5
4410	601.25	3.85	6.2	353	5.4
4417	600.72	3.84	6.7	352	5.4
4424	600.19	3.81	7.4	352	5.4
4431	599.67	3.76	7.8	351	5.4
4437	599.20	3.70	8.1	350	5.4
4443	598.77	3.64	8.2	350	5.4
4449	598.35	3.58	8.3	349	5.4
4455	597.93	3.53	8.3	349	5.4
4460	597.50	3.48	8.4	348	5.4
4466	597.08	3.42	8.5	348	5.4
4472	596.65	3.38	8.5	348	5.3
4478	596.23	3.33	8.5	348	5.3
4483	595.85	3.29	8.5	347	5.3
4488	595.49	3.25	8.5	347	5.3
4493	595.10	3.21	8.5	347	5.2
4499	594.64	3.17	8.4	347	5.2
4506	594.15	3.12	8.2	347	5.1
4513	593.67	3.07	8.2	347	5.1
4519	593.22	3.03	8.2	347	5.0
4524	592.80	2.99	8.2	347	4.9
4530	592.40	2.95	8.2	347	4.9
4535	591.99	2.90	8.2	347	4.8
4541	591.57	2.83	8.1	347	4.7
4547	591.16	2.78	8.1	347	4.6
4552	590.76	2.75	8.1	346	4.5
4558	590.35	2.72	8.2	346	4.4
4564	589.92	2.70	8.2	346	4.3
4570	589.48	2.67	8.3	346	4.2
4575	589.07	2.63	8.4	346	4.0
4581	588.67	2.58	8.5	346	3.9
4587	588.25	2.53	8.7	346	3.8
4593	587.77	2.47	9.1	346	3.7
4600	587.28	2.41	9.5	346	3.7
4607	586.75	2.36	10.0	346	3.6
4615	586.21	2.31	10.6	346	3.5
4622	585.66	2.26	11.3	346	3.5
4629	585.19	2.22	12.2	346	3.4
4634	584.82	2.19	13.1	347	3.4
4638	584.50	2.17	14.0	347	3.4
4643	584.16	2.15	15.1	348	3.4
4648	583.77	2.11	16.5	348	3.4
4654	583.34	2.08	18.1	349	3.4
4661	582.88	2.03	20.0	349	3.5
4668	582.36	1.96	22.4	350	3.5
4676	581.81	1.89	26.0	351	3.6
4683	581.27	1.84	30.8	352	3.7
4690	580.78	1.80	35.5	352	3.7
4696	580.33	1.75	39.0	353	3.8
4703	579.86	1.70	41.1	354	3.9
4710	579.36	1.61	42.2	355	4.0
4717	578.85	1.53	42.7	356	4.1
4723	578.36	1.46	43.0	357	4.2
4730	577.91	1.42	43.2	357	4.3
4736	577.48	1.36	43.6	358	4.3
4741	577.07	1.31	43.9	359	4.4
4747	576.68	1.25	44.1	359	4.5
4752	576.30	1.19	44.2	360	4.5
4758	575.86	1.13	44.3	  0	4.6
4765	575.39	1.06	44.5	  1	4.6
4771	574.92	0.98	44.7	  1	4.7
4777	574.50	0.92	44.8	  1	4.7
4783	574.12	0.87	44.9	  1	4.7
4788	573.76	0.83	45.0	  1	4.7
4793	573.41	0.79	45.1	  1	4.7
4798	573.04	0.74	45.3	  1	4.7
4804	572.63	0.68	45.6	  1	4.7
4809	572.22	0.62	45.8	  1	4.7
4815	571.84	0.56	46.1	  1	4.6
4820	571.45	0.52	46.4	  1	4.6
4826	571.02	0.48	46.9	  0	4.5
4833	570.56	0.43	47.4	359	4.5
4839	570.09	0.37	47.9	359	4.5
4845	569.64	0.31	48.3	358	4.4
4852	569.21	0.26	48.6	357	4.3
4858	568.75	0.22	48.8	356	4.3
4865	568.28	0.19	49.0	356	4.2
4871	567.81	0.16	49.3	355	4.2
4877	567.40	0.11	49.5	353	4.1
4882	567.05	0.06	49.8	352	4.1
4886	566.75	0.03	49.9	351	4.0
4890	566.46	0.02	49.8	350	4.0
4895	566.12	0.03	49.6	348	4.0
4901	565.72	0.01	49.2	347	3.9
4907	565.27	-0.03	48.8	345	3.9
4913	564.83	-0.07	48.4	344	3.9
4919	564.45	-0.10	48.2	342	3.9
4923	564.14	-0.12	47.9	341	3.9
4928	563.84	-0.15	47.7	339	3.9
4932	563.50	-0.18	47.4	337	3.9
4938	563.10	-0.23	47.2	335	3.9
4944	562.67	-0.26	47.1	334	3.9
4950	562.24	-0.28	47.1	332	3.9
4957	561.80	-0.29	47.3	330	4.0
4963	561.32	-0.33	47.7	329	4.0
4970	560.83	-0.38	48.3	327	4.0
4977	560.34	-0.44	48.7	325	4.1
4984	559.87	-0.50	48.9	324	4.1
4991	559.41	-0.54	48.8	322	4.2
4997	558.94	-0.59	48.7	321	4.3
5004	558.49	-0.63	48.4	320	4.3
5010	558.05	-0.66	47.8	318	4.4
5016	557.61	-0.70	47.1	317	4.4
5023	557.16	-0.74	46.2	316	4.5
5029	556.70	-0.78	45.0	315	4.5
5037	556.18	-0.80	43.4	314	4.5
5045	555.64	-0.82	41.6	314	4.5
5052	555.12	-0.82	40.0	313	4.5
5059	554.66	-0.83	39.1	312	4.6
5064	554.28	-0.85	39.0	311	4.6
5069	553.96	-0.88	39.1	311	4.5
5073	553.67	-0.91	39.3	310	4.5
5078	553.35	-0.94	39.3	309	4.5
5083	552.99	-0.97	38.9	309	4.5
5088	552.60	-1.02	38.3	308	4.4
5094	552.23	-1.07	37.7	307	4.4
5099	551.89	-1.10	37.5	307	4.3
5103	551.57	-1.11	37.5	306	4.2
5108	551.25	-1.14	37.7	305	4.2
5113	550.92	-1.19	37.9	304	4.1
5118	550.55	-1.24	38.0	303	4.1
5124	550.14	-1.29	38.0	303	4.0
5130	549.69	-1.33	38.1	301	4.0
5137	549.23	-1.37	38.4	300	4.0
5144	548.77	-1.42	38.8	299	3.9
5150	548.33	-1.47	39.1	298	3.9
5156	547.94	-1.50	39.3	297	3.9
5161	547.57	-1.53	39.3	295	4.0
5166	547.22	-1.56	39.5	294	4.0
5171	546.88	-1.61	39.8	293	4.0
5176	546.56	-1.66	40.1	292	4.1
5180	546.27	-1.71	40.3	291	4.1
5184	545.99	-1.77	40.5	290	4.2
5189	545.67	-1.83	40.4	289	4.3
5195	545.29	-1.89	40.3	288	4.4
5201	544.87	-1.94	40.0	287	4.5
5207	544.45	-1.96	39.7	287	4.6
5213	544.03	-2.00	39.2	286	4.7
5219	543.61	-2.04	38.4	286	4.8
5225	543.21	-2.08	37.5	286	4.9
5230	542.83	-2.12	36.4	285	5.0
5236	542.47	-2.15	35.5	285	5.1
5241	542.13	-2.19	34.7	286	5.2
5246	541.80	-2.22	34.0	286	5.2
5250	541.50	-2.26	33.5	286	5.3
5254	541.21	-2.29	33.2	286	5.4
5259	540.90	-2.34	33.0	287	5.5
5264	540.55	-2.40	33.1	287	5.5
5269	540.17	-2.47	33.6	288	5.6
5275	539.79	-2.53	34.6	288	5.6
5280	539.43	-2.57	35.9	289	5.7
5285	539.11	-2.58	37.4	289	5.7
5289	538.81	-2.59	38.7	290	5.8
5294	538.52	-2.63	39.5	291	5.8
5298	538.21	-2.69	40.0	291	5.8
5303	537.86	-2.75	40.4	292	5.9
5309	537.49	-2.79	40.8	292	5.9
5315	537.09	-2.84	41.2	293	5.9
5321	536.69	-2.89	41.5	293	6.0
5327	536.29	-2.95	41.7	294	6.0
5333	535.86	-3.00	41.7	294	6.0
5340	535.41	-3.03	41.8	294	6.1
5346	534.96	-3.07	42.0	294	6.1
5353	534.53	-3.12	42.2	294	6.2
5359	534.11	-3.19	42.3	293	6.2
5365	533.69	-3.25	42.3	293	6.3
5371	533.26	-3.29	42.3	292	6.3
5378	532.85	-3.32	42.2	292	6.3
5384	532.45	-3.35	41.9	291	6.4
5389	532.08	-3.39	41.5	290	6.4
5394	531.72	-3.43	41.0	290	6.4
5400	531.36	-3.47	40.6	289	6.5
5405	530.99	-3.50	40.1	288	6.5
5411	530.60	-3.53	39.6	287	6.6
5417	530.21	-3.56	38.6	286	6.6
5423	529.82	-3.56	37.2	285	6.6
5428	529.46	-3.54	35.0	284	6.7
5433	529.12	-3.52	31.3	283	6.7
5438	528.76	-3.50	26.2	282	6.7
5444	528.39	-3.48	21.1	281	6.8
5450	527.99	-3.45	17.7	280	6.8
5456	527.59	-3.44	16.3	279	6.9
5462	527.17	-3.46	15.8	278	6.9
5469	526.75	-3.50	15.7	277	6.9
5475	526.34	-3.52	15.6	277	6.9
5480	525.96	-3.53	15.6	276	7.0
5486	525.59	-3.56	15.9	275	7.0
5491	525.22	-3.60	16.5	275	7.1
5497	524.86	-3.64	17.2	274	7.1
5503	524.48	-3.69	18.0	273	7.2
5509	524.08	-3.75	18.7	273	7.2
5515	523.68	-3.80	19.4	272	7.3
5520	523.30	-3.85	20.0	272	7.3
5526	522.95	-3.91	20.6	272	7.4
5531	522.61	-3.97	21.1	271	7.4
5535	522.32	-4.02	21.5	271	7.5
5539	522.05	-4.05	21.9	271	7.6
5543	521.77	-4.09	22.3	270	7.7
5549	521.42	-4.13	22.7	270	7.7
5555	521.01	-4.17	23.0	270	7.8
5562	520.58	-4.19	23.1	269	7.9
5568	520.18	-4.23	23.1	269	8.0
5573	519.80	-4.27	23.2	269	8.0
5578	519.46	-4.31	23.2	269	8.1
5583	519.14	-4.34	23.0	269	8.2
5588	518.86	-4.37	22.9	269	8.3
5592	518.58	-4.40	22.9	269	8.3
5596	518.28	-4.43	23.0	269	8.4
5601	517.97	-4.45	23.0	269	8.5
5607	517.61	-4.48	22.9	269	8.5
5613	517.21	-4.52	22.6	269	8.5
5619	516.79	-4.57	22.4	269	8.6
5625	516.37	-4.63	22.3	269	8.6
5632	515.95	-4.69	22.3	270	8.6
5638	515.52	-4.75	22.0	270	8.6
5645	515.06	-4.79	21.4	271	8.6
5653	514.57	-4.81	20.5	271	8.6
5660	514.08	-4.83	19.2	272	8.6
5667	513.63	-4.86	17.9	272	8.6
5673	513.25	-4.88	16.6	273	8.6
5678	512.89	-4.89	15.4	274	8.6
5684	512.55	-4.89	14.3	274	8.5
5689	512.20	-4.89	13.5	275	8.5
5695	511.83	-4.91	13.3	276	8.5
5701	511.43	-4.94	14.0	276	8.4
5708	510.99	-4.97	15.9	277	8.4
5715	510.52	-5.01	18.6	278	8.4
5722	510.05	-5.06	21.0	278	8.3
5729	509.61	-5.11	22.2	279	8.3
5735	509.23	-5.15	22.6	279	8.3
5740	508.90	-5.18	22.7	279	8.3
5744	508.61	-5.22	23.2	280	8.2
5749	508.32	-5.25	24.0	280	8.2
5754	508.01	-5.28	24.9	280	8.2
5759	507.67	-5.32	25.6	280	8.2
5765	507.29	-5.38	26.3	280	8.1
5771	506.88	-5.45	27.5	280	8.1
5778	506.45	-5.51	29.3	280	8.1
5784	506.05	-5.57	30.7	280	8.1
5789	505.70	-5.63	31.5	280	8.1
5794	505.39	-5.66	32.0	279	8.1
5799	505.10	-5.68	32.7	279	8.2
5803	504.79	-5.71	33.6	279	8.2
5808	504.47	-5.75	34.1	279	8.2
5814	504.12	-5.78	34.0	279	8.2
5819	503.76	-5.82	33.2	278	8.2
5825	503.38	-5.87	32.2	278	8.2
5831	502.99	-5.92	31.1	278	8.3
5837	502.62	-5.97	30.4	278	8.3
5842	502.28	-6.00	30.1	278	8.3
5848	501.93	-6.04	30.1	278	8.4
5855	501.50	-6.09	30.6	278	8.4
5862	501.01	-6.16	32.1	278	8.4
5870	500.49	-6.26	35.1	278	8.4
5878	500.02	-6.34	38.5	278	8.5
5884	499.62	-6.40	40.8	279	8.5
5890	499.24	-6.42	41.2	279	8.5
5896	498.83	-6.45	39.8	279	8.6
5904	498.37	-6.50	37.7	279	8.6
5911	497.89	-6.56	36.6	280	8.6
5918	497.43	-6.62	37.6	280	8.7
5926	496.97	-6.69	40.5	280	8.7
5933	496.52	-6.75	43.7	281	8.7
5940	496.08	-6.82	44.8	281	8.8
5946	495.66	-6.87	43.2	281	8.8
5952	495.29	-6.91	40.5	282	8.8
5957	494.95	-6.94	38.7	282	8.9
5963	494.62	-6.99	38.5	282	8.9
5968	494.28	-7.03	38.9	283	8.9
5973	493.94	-7.04	38.4	283	9.0
5979	493.60	-7.06	37.0	283	9.0
5984	493.27	-7.08	35.9	283	9.1
5989	492.93	-7.13	36.0	284	9.1
5995	492.56	-7.20	37.6	284	9.1
6001	492.18	-7.26	39.5	284	9.1
6007	491.83	-7.29	40.7	284	9.2
6012	491.52	-7.32	41.0	284	9.2
6016	491.22	-7.36	41.1	283	9.2
6022	490.87	-7.43	41.1	283	9.2
6028	490.49	-7.50	40.8	283	9.2
6034	490.12	-7.55	40.0	283	9.2
6039	489.76	-7.57	38.8	283	9.2
6045	489.44	-7.60	37.5	283	9.2
6049	489.13	-7.62	36.2	282	9.2
6054	488.86	-7.62	35.4	282	9.2
6058	488.58	-7.63	35.1	282	9.2
6063	488.28	-7.66	35.0	282	9.2
6069	487.92	-7.71	34.4	281	9.2
6075	487.53	-7.76	33.5	281	9.2
6081	487.13	-7.81	33.2	281	9.2
6088	486.74	-7.84	34.1	281	9.1
6094	486.36	-7.86	36.0	281	9.1
6100	485.98	-7.89	38.0	281	9.1
6106	485.62	-7.95	39.3	281	9.1
6111	485.28	-8.03	40.1	281	9.1
6116	484.96	-8.10	41.1	281	9.1
6121	484.65	-8.14	42.3	281	9.2
6127	484.31	-8.17	43.5	281	9.2
6132	483.94	-8.19	44.4	281	9.2
6139	483.56	-8.21	44.8	281	9.3
6145	483.18	-8.24	45.0	282	9.3
6151	482.80	-8.27	45.1	282	9.4
6157	482.39	-8.31	45.1	282	9.4
6164	481.96	-8.34	44.2	282	9.5
6172	481.50	-8.34	41.3	283	9.6
6179	481.07	-8.33	36.8	283	9.7
6185	480.69	-8.30	32.3	283	9.8
6190	480.37	-8.29	29.1	283	9.9
6195	480.06	-8.29	27.2	283	10.0
6200	479.76	-8.31	26.6	284	10.1
6205	479.46	-8.30	26.2	284	10.2
6210	479.14	-8.28	23.8	284	10.3
6216	478.78	-8.25	18.7	284	10.4
6222	478.36	-8.25	13.2	284	10.5
6229	477.95	-8.27	10.9	284	10.6
6235	477.59	-8.31	11.1	284	10.7
6240	477.27	-8.35	11.8	284	10.8
6246	476.92	-8.39	12.3	284	10.9
6252	476.54	-8.43	12.5	284	11.0
6258	476.17	-8.46	12.5	284	11.1
6264	475.82	-8.50	12.4	284	11.1
6269	475.48	-8.54	12.5	285	11.2
6275	475.15	-8.59	12.5	285	11.3
6280	474.83	-8.64	12.4	285	11.3
6285	474.54	-8.68	12.2	285	11.3
6289	474.29	-8.70	12.2	285	11.3
6293	474.05	-8.72	12.2	286	11.3
6296	473.81	-8.76	12.4	286	11.3
6301	473.56	-8.80	12.5	286	11.3
6305	473.32	-8.85	12.6	286	11.3
6308	473.09	-8.89	12.6	287	11.2
6312	472.85	-8.93	12.5	287	11.2
6317	472.59	-8.98	12.5	288	11.2
6321	472.30	-9.01	12.4	288	11.1
6326	472.01	-9.02	12.4	288	11.0
6331	471.71	-9.04	12.5	289	11.0
6336	471.41	-9.08	12.6	289	10.9
6341	471.09	-9.14	12.8	290	10.9
6347	470.72	-9.20	13.0	290	10.8
6354	470.31	-9.25	13.2	290	10.8
6361	469.88	-9.27	13.2	291	10.8
6368	469.45	-9.29	13.2	291	10.7
6375	469.05	-9.32	13.1	291	10.7
6380	468.70	-9.36	13.3	291	10.7
6385	468.39	-9.40	13.5	291	10.7
6390	468.11	-9.44	13.5	292	10.7
6395	467.83	-9.49	13.4	292	10.7
6399	467.55	-9.53	13.1	292	10.8
6404	467.26	-9.56	12.9	292	10.8
6409	466.95	-9.58	12.8	292	10.9
6415	466.59	-9.60	13.2	292	10.9
6421	466.21	-9.64	14.1	292	11.0
6428	465.83	-9.68	15.3	292	11.1
6434	465.48	-9.71	15.9	292	11.2
6439	465.16	-9.73	15.5	292	11.3
6444	464.86	-9.72	14.3	292	11.4
6449	464.57	-9.71	12.7	292	11.5
6454	464.26	-9.69	10.8	292	11.7
6459	463.93	-9.68	9.1	292	11.8
6465	463.58	-9.68	7.7	292	11.9
6471	463.21	-9.71	7.1	292	12.0
6478	462.83	-9.76	7.1	291	12.1
6484	462.43	-9.83	7.2	291	12.2
6491	462.02	-9.90	7.4	291	12.2
6498	461.63	-9.95	7.7	291	12.3
6503	461.29	-9.98	8.1	291	12.4
6508	461.03	-9.99	8.4	291	12.4
6511	460.82	-10.00	8.6	290	12.4
6515	460.61	-10.00	8.8	290	12.4
6519	460.38	-10.04	9.1	290	12.4
6523	460.11	-10.09	9.4	290	12.4
6528	459.84	-10.14	9.6	289	12.4
6533	459.52	-10.19	9.6	289	12.3
6539	459.15	-10.23	9.4	289	12.3
6546	458.73	-10.28	9.1	288	12.2
6553	458.29	-10.32	8.7	288	12.2
6560	457.92	-10.37	8.4	287	12.1
6565	457.62	-10.42	8.2	287	12.0
6570	457.34	-10.45	8.3	287	12.0
6575	457.02	-10.46	8.4	286	11.9
6580	456.69	-10.47	8.6	286	11.8
6586	456.36	-10.48	8.9	285	11.8
6591	456.04	-10.49	9.1	285	11.8
6596	455.74	-10.51	9.3	284	11.7
6601	455.44	-10.57	9.5	284	11.7
6607	455.14	-10.64	9.6	284	11.7
6612	454.84	-10.72	9.7	284	11.7
6617	454.52	-10.79	9.8	283	11.7
6623	454.17	-10.86	9.9	283	11.7
6629	453.82	-10.92	10.0	283	11.8
6635	453.47	-10.98	10.1	283	11.8
6640	453.14	-11.02	10.3	283	11.8
6646	452.79	-11.06	10.6	283	11.9
6653	452.41	-11.10	11.0	283	12.0
6659	452.04	-11.14	11.5	283	12.1
6665	451.70	-11.16	12.1	283	12.1
6670	451.41	-11.19	12.6	283	12.2
6674	451.16	-11.22	13.0	283	12.3
6679	450.89	-11.27	13.3	283	12.4
6684	450.58	-11.32	14.0	283	12.5
6690	450.23	-11.38	14.8	283	12.6
6696	449.88	-11.42	15.5	283	12.6
6702	449.51	-11.45	16.0	283	12.7
6709	449.10	-11.46	16.1	284	12.8
6716	448.67	-11.50	16.2	284	12.9
6724	448.24	-11.59	16.2	284	13.0
6730	447.85	-11.68	16.2	284	13.1
6736	447.51	-11.74	16.3	284	13.2
6742	447.18	-11.79	16.4	284	13.3
6748	446.83	-11.85	16.7	284	13.3
6754	446.47	-11.92	17.2	284	13.4
6760	446.12	-11.98	17.6	284	13.5
6765	445.81	-12.04	18.0	283	13.6
6770	445.54	-12.09	18.4	283	13.6
6774	445.28	-12.13	18.8	283	13.7
